id_of_cashier,date_of_purchase,time_of_purchase,id_of_typeOfPurchase,card_number
11,2.16.2021,12:10,3,4108029022118025
13,6.27.2021,4:50,3,4274941082994513
6,3.27.2021,3:12,1,4052434007259906
5,9.25.2021,3:35,1,4467284194095475
15,5.4.2021,9:25,3,4610695111498150
5,7.22.2021,11:21,3,4527451143148824
13,1.11.2021,10:28,4,4232385300749764
5,1.24.2021,0:52,4,4554745853554042
3,3.13.2021,0:38,5,4753297886541676
14,8.21.2021,11:4,5,4779992751298450
13,2.21.2021,21:5,4,4592877699438472
3,5.22.2021,5:58,4,4163029454903379
7,6.17.2021,18:3,3,4805930893966716
2,3.11.2021,0:59,2,4552223308330494
12,10.1.2021,7:16,3,4869173183686447
1,12.3.2021,15:17,1,4005803641035185
7,11.28.2021,17:11,2,4016349355057110
12,8.2.2021,19:24,5,4840402134064158
5,5.24.2021,11:38,4,4822813472733219
14,2.24.2021,4:30,3,4743189854480500
9,7.7.2021,16:36,4,4591311430276539
10,8.17.2021,11:16,4,4801316841246942
12,2.16.2021,8:21,2,4162333385217240
13,5.7.2021,22:28,5,4608227848598423
15,7.17.2021,6:2,1,4349162723158027
15,4.6.2021,1:52,3,4176781068374365
4,3.12.2021,14:19,1,4325607600521502
9,12.4.2021,22:24,3,4012936027228542
3,8.20.2021,17:40,1,4448649984034347
9,7.15.2021,12:43,3,4697856969027755
12,12.13.2021,5:37,2,4871254973874716
6,1.28.2021,2:19,2,4339166815079505
7,3.16.2021,21:56,4,4044058621577046
7,1.14.2021,16:41,5,4320185040421454
11,1.14.2021,1:12,1,4081136860083672
4,7.27.2021,20:19,4,4675853831936060
1,11.1.2021,21:42,1,4399805656374461
2,2.8.2021,12:53,5,4372537812614143
11,1.18.2021,1:21,2,4551168848665101
4,1.5.2021,6:31,4,4320843262910852
7,3.13.2021,13:45,5,4584376731517869
10,11.25.2021,4:35,1,4772373082270320
9,2.22.2021,21:29,5,4236983733330569
7,6.28.2021,20:26,2,4094460699102517
13,1.9.2021,10:11,2,4525995075885431
10,5.20.2021,9:20,3,4913737025642524
15,6.22.2021,22:33,3,4534509863211971
11,2.9.2021,10:0,4,4319816651581439
6,5.4.2021,6:40,4,4457802702899117
7,5.7.2021,15:7,4,4099157930662131
12,5.21.2021,20:43,3,4433217348709324
15,6.13.2021,14:52,1,4636053255801055
2,1.3.2021,16:11,4,4594889095566591
8,10.7.2021,14:30,3,4875885422648083
3,7.1.2021,12:31,1,4325667715150163
12,3.2.2021,13:39,1,4018531005396486
11,10.6.2021,9:2,3,4247107131283368
3,6.14.2021,11:16,2,4046959895519901
10,1.10.2021,7:56,1,4459770862458726
5,9.23.2021,17:23,2,4910014916342126
10,5.9.2021,20:34,3,4329064058868239
5,10.4.2021,11:27,2,4583400098197426
15,3.9.2021,16:24,4,4795086675218912
6,7.20.2021,1:18,5,4659734946472423
13,3.28.2021,15:25,1,4771187455239926
4,3.19.2021,13:57,3,4032126067287976
4,6.1.2021,12:28,2,4875675441708297
15,10.11.2021,23:6,3,4548596183923638
3,1.7.2021,23:53,4,4132960246799419
9,10.3.2021,8:48,4,4813177704818404
10,4.7.2021,14:27,5,4705307590804883
13,5.16.2021,15:59,1,4635895086028567
8,6.7.2021,15:4,4,4041604568302301
1,10.3.2021,6:40,5,4920762815822653
9,10.11.2021,0:17,4,4841280688197385
12,2.10.2021,9:57,1,4653715996638989
14,6.7.2021,11:16,2,4190410113267370
5,8.21.2021,0:49,3,4326473907338928
15,10.12.2021,22:59,5,4289335551446746
5,5.10.2021,10:23,5,4798210032568818
6,10.1.2021,4:39,5,4088084050920183
15,5.10.2021,16:8,5,4861157330548894
9,2.5.2021,9:4,4,4418124343978849
11,5.15.2021,14:19,3,4606072031235558
6,6.19.2021,12:11,5,4401351823431718
14,9.26.2021,9:6,5,4919068119718266
4,12.10.2021,12:37,3,4011770404116028
15,3.14.2021,8:35,5,4896545117253466
8,5.1.2021,3:24,5,4707671618345625
9,9.8.2021,9:20,4,4458281299132869
5,3.10.2021,7:36,2,4203388354086295
9,1.3.2021,4:21,3,4881726821866852
14,2.12.2021,8:7,2,4879081017219556
3,8.6.2021,20:8,2,4493394668839656
3,12.24.2021,9:9,2,4454165389909698
14,9.14.2021,12:39,3,4757256326619453
5,12.15.2021,1:37,5,4711539631990148
3,8.24.2021,6:47,4,4282600910056109
1,4.14.2021,15:50,3,4283845836296076
13,9.12.2021,6:18,5,4044595200903881
3,9.3.2021,23:5,4,4244607351920559
5,6.23.2021,15:16,5,4504132954098227
3,8.25.2021,5:9,3,4797927474966279
4,8.8.2021,15:34,1,4212357999686303
2,5.13.2021,19:58,2,4051441250178208
14,7.24.2021,14:56,5,4769105653287404
14,7.14.2021,8:53,1,4632488817911009
6,1.13.2021,1:17,4,4647483459881712
7,4.15.2021,8:23,5,4746411451678486
11,8.26.2021,21:44,2,4641149843436953
4,8.4.2021,14:4,2,4163518912725617
7,10.22.2021,1:55,2,4338688058999096
2,7.28.2021,10:8,3,4491791718849311
5,8.16.2021,20:49,2,4524987576535071
15,3.9.2021,18:53,2,4014337875168069
13,5.9.2021,4:44,2,4786777543433134
15,12.3.2021,3:7,4,4299756065320048
8,5.22.2021,17:4,2,4271396193411478
12,8.11.2021,12:19,1,4509185140851952
7,7.23.2021,14:50,1,4877184859552642
12,10.15.2021,11:43,3,4384234308287591
5,7.20.2021,1:6,3,4250138808791755
14,5.8.2021,14:40,5,4387323784327756
5,9.17.2021,23:35,4,4297977626223826
1,5.19.2021,5:46,1,4359848238921393
7,4.14.2021,11:48,2,4912929112675281
9,3.21.2021,3:51,5,4308899062871712
3,12.8.2021,21:43,5,4126257390917430
14,4.14.2021,18:5,4,4884985206885662
6,12.12.2021,18:34,2,4582537386760316
1,4.7.2021,23:24,5,4184942862556498
15,9.18.2021,8:32,1,4756635978797059
11,8.13.2021,10:57,3,4145907597304117
4,8.13.2021,2:35,5,4391457940425850
6,3.27.2021,15:51,5,4481991411179283
13,2.23.2021,0:32,5,4696994358284983
12,1.11.2021,1:7,5,4790765482719235
6,8.16.2021,8:16,1,4993692986610265
4,11.25.2021,11:2,5,4085193826512101
9,2.23.2021,11:42,3,4563857689822756
3,12.1.2021,3:34,1,4211006728111297
11,5.19.2021,10:41,3,4218943766455620
11,4.25.2021,5:56,5,4219380107454574
3,4.1.2021,21:46,5,4153593936795604
1,2.8.2021,17:27,4,4262002940217906
2,12.1.2021,11:16,1,4152711536989799
5,9.12.2021,22:38,2,4319669546288553
11,10.12.2021,5:12,2,4831762905958346
4,12.8.2021,6:17,1,4459392384518333
15,3.24.2021,13:42,1,4064599417246194
15,3.22.2021,3:44,5,4373530379368134
3,12.12.2021,1:46,1,4631853070673837
12,11.19.2021,8:22,2,4887897335474186
15,12.9.2021,11:11,4,4242606634521504
6,2.3.2021,23:12,4,4466924571543961
7,6.28.2021,19:41,3,4042843232686555
7,10.24.2021,14:38,3,4236914861356403
3,6.16.2021,11:54,5,4582925359472909
12,2.2.2021,7:14,3,4751586845241425
14,6.21.2021,20:18,4,4999093955672228
8,4.14.2021,22:41,1,4214364491819110
1,5.26.2021,4:17,2,4627271548941115
3,2.20.2021,9:17,1,4381781181164665
9,8.10.2021,22:15,3,4352789844297873
1,11.19.2021,17:13,1,4894756381114589
14,11.19.2021,4:45,2,4149234605388318
2,1.24.2021,17:21,5,4675007274165770
4,12.12.2021,15:44,1,4213684534414671
2,3.1.2021,8:49,3,4450882129803662
1,8.19.2021,4:31,5,4948686636804662
1,10.9.2021,3:29,1,4906409333492701
5,1.16.2021,3:57,2,4629406053969383
1,3.15.2021,23:18,5,4935817313377706
15,8.9.2021,6:14,1,4959290216554637
3,11.28.2021,13:13,2,4526146459226065
7,8.13.2021,8:54,4,4688625719235836
9,5.8.2021,21:39,3,4159520964698676
4,9.20.2021,3:40,2,4239463639559891
8,8.22.2021,22:2,4,4137259530921913
6,5.27.2021,3:6,1,4009195631602146
14,7.8.2021,20:47,2,4962826239631502
9,3.11.2021,23:59,3,4571527903865099
5,11.8.2021,16:11,4,4899780543139855
4,10.28.2021,6:13,2,4969992304506184
9,12.23.2021,16:53,1,4689824589357622
6,7.13.2021,2:25,4,4357391684640418
10,3.13.2021,0:54,1,4546737237971429
6,12.28.2021,20:21,5,4220317935217263
5,8.13.2021,1:51,2,4852306361077841
9,6.18.2021,5:25,3,4902685129195838
10,12.14.2021,9:2,5,4147331613967805
2,10.16.2021,0:0,5,4359368293696619
13,12.20.2021,3:53,5,4466773063890472
8,2.28.2021,17:20,5,4613095169608750
14,10.11.2021,13:41,2,4920619096854516
11,12.7.2021,6:32,2,4507041653709097
7,4.19.2021,5:43,5,4506913261086156
3,5.7.2021,16:8,4,4353289568213028
11,6.15.2021,6:29,4,4266480513006659
12,5.18.2021,12:15,4,4766439469850540
10,6.22.2021,14:20,4,4980186180315096
7,9.24.2021,16:49,5,4331932722670752
14,8.4.2021,5:53,5,4604840502350706
11,3.5.2021,17:35,4,4936504688665289
7,5.4.2021,9:44,3,4667345768308121
8,10.8.2021,5:23,2,4999103251793536
4,3.28.2021,19:43,4,4244033738926399
11,11.10.2021,16:51,2,4758680186139115
14,3.5.2021,2:56,3,4051971283815718
4,5.6.2021,13:27,5,4891444686507472
2,5.18.2021,7:47,5,4020589728858747
15,2.10.2021,7:37,4,4648589677719827
13,4.24.2021,18:1,4,4371161003234751
13,10.22.2021,1:5,5,4446967700492278
7,11.2.2021,11:58,5,4402186105299196
7,4.10.2021,4:51,4,4844549489468247
7,11.18.2021,5:33,4,4439063131191150
6,4.15.2021,23:12,3,4384189164335070
11,6.15.2021,20:53,1,4863798337639909
6,2.28.2021,4:11,3,4395260784813102
6,8.7.2021,13:50,1,4629397791296991
9,12.9.2021,9:1,1,4103426022606560
15,10.6.2021,12:47,2,4854986795263487
6,9.14.2021,4:14,2,4356467466978753
4,12.28.2021,5:16,4,4470426393666717
7,11.18.2021,9:35,5,4082952687347366
15,4.9.2021,13:18,4,4338541331216459
15,10.3.2021,6:34,4,4873172312434818
9,4.22.2021,19:19,5,4185332859066002
3,7.3.2021,4:0,4,4227839480226130
14,12.27.2021,20:56,2,4476938550075811
15,1.5.2021,6:28,5,4917536095341457
13,12.14.2021,22:2,4,4792396479459005
2,3.23.2021,23:9,4,4538218645597486
4,6.27.2021,10:34,1,4680380789578527
2,10.8.2021,4:35,3,4065520145080086
9,6.9.2021,6:14,5,4353710705163170
4,12.2.2021,14:40,5,4866942539792608
13,11.24.2021,12:56,1,4845696408727203
3,8.17.2021,23:38,2,4521564957100034
6,7.7.2021,15:47,4,4497718939323804
6,5.4.2021,19:6,3,4875789725779236
4,11.26.2021,2:7,5,4441273711548519
5,4.1.2021,12:35,1,4636723481051135
14,11.17.2021,16:57,4,4274938508783983
5,6.17.2021,23:17,2,4940168283196414
14,7.7.2021,3:20,1,4640356840165000
9,2.7.2021,18:10,2,4674234043247130
6,9.13.2021,7:18,3,4576753166400037
7,12.6.2021,18:8,2,4171815064249419
1,11.12.2021,3:33,5,4744454720496328
2,10.22.2021,11:40,1,4516357278002255
15,6.12.2021,15:45,5,4723712661092734
9,7.24.2021,19:38,4,4126710838820529
5,10.5.2021,16:16,3,4066392275705877
10,12.7.2021,21:41,4,4373720277017633
13,10.12.2021,2:6,2,4904852895567995
12,9.21.2021,6:49,1,4572714425919365
12,4.27.2021,7:43,3,4378954292928261
15,11.26.2021,20:14,5,4504454374184930
11,6.11.2021,21:40,3,4417444704850747
2,3.4.2021,12:10,2,4132881877148867
4,9.28.2021,13:59,2,4456890094959245
3,4.15.2021,8:25,3,4620069012121965
7,7.15.2021,18:52,2,4246844702694738
3,9.26.2021,13:26,1,4742351696487599
6,10.20.2021,12:27,3,4327663593281620
11,8.9.2021,21:52,5,4284596022625638
12,3.16.2021,16:49,3,4039131404042152
6,10.28.2021,16:57,5,4549075520330315
4,8.2.2021,11:26,4,4763764316616808
1,9.3.2021,21:19,3,4764133679976234
6,5.13.2021,6:23,5,4790561879211522
10,6.27.2021,2:20,5,4601606094712818
4,6.23.2021,6:5,2,4590341604330514
5,9.28.2021,19:50,4,4689772364748121
6,1.1.2021,22:55,2,4284763535842191
5,9.1.2021,21:57,1,4060405608152138
6,3.5.2021,2:14,2,4624908512633183
2,11.27.2021,14:23,3,4818413647048727
5,12.16.2021,20:26,3,4947707798062483
6,7.18.2021,8:25,1,4231862606782211
7,3.14.2021,8:32,2,4901226858974021
6,2.24.2021,11:24,2,4872197205960474
5,5.23.2021,13:34,3,4066383364672823
7,10.8.2021,12:41,4,4947513300644952
11,1.25.2021,9:52,3,4295143379536717
8,12.9.2021,1:59,2,4568825210177616
4,8.16.2021,4:16,2,4154871923915643
10,12.15.2021,0:4,1,4246259149938779
15,11.10.2021,14:49,2,4446666801725268
4,3.4.2021,12:46,1,4199746801479266
5,6.7.2021,17:46,2,4711305103049451
5,8.19.2021,10:50,1,4304988334342263
5,3.25.2021,4:40,3,4596067626951528
10,4.27.2021,23:42,2,4153519009607842
13,1.3.2021,17:50,2,4236717466730930
11,1.14.2021,15:9,4,4034152135902499
12,6.17.2021,13:59,3,4376931343656216
4,5.13.2021,21:0,3,4907355393485754
2,8.24.2021,7:54,2,4795259474158700
6,4.26.2021,5:44,3,4156644440160399
12,7.16.2021,4:56,3,4079452637593932
1,6.25.2021,3:40,4,4930766167201689
3,1.10.2021,2:46,1,4675555332650137
9,1.28.2021,18:44,2,4786476109328415
8,12.27.2021,18:29,5,4183077436480133
2,2.14.2021,8:30,5,4057374320735026
6,7.4.2021,17:13,3,4641623340986501
15,5.20.2021,11:28,2,4534257173123911
11,2.21.2021,21:39,5,4947621033649419
8,1.4.2021,18:13,1,4503652190712356
13,9.13.2021,20:56,3,4014816467700105
6,11.13.2021,21:21,3,4416656204167193
9,2.19.2021,16:43,4,4506541701610428
7,12.24.2021,5:8,1,4066558865413725
2,2.1.2021,18:24,4,4201156583643703
11,8.21.2021,0:21,5,4340706551771909
14,7.8.2021,11:56,5,4384617346927737
4,1.1.2021,8:55,4,4186492926947530
9,11.23.2021,19:24,3,4534324234766723
5,11.9.2021,16:33,4,4481929464814695
4,8.25.2021,9:56,4,4504804915233833
10,4.19.2021,20:35,5,4678400017219610
9,6.7.2021,16:47,4,4833752256059089
14,2.11.2021,6:28,3,4994482739834342
4,2.14.2021,8:18,5,4721755339971756
9,12.2.2021,12:21,5,4174933595833710
14,1.27.2021,14:31,5,4298594163019766
1,11.11.2021,19:32,5,4129664552580354
4,4.23.2021,14:10,5,4140021537240760
6,12.4.2021,13:59,5,4443142008758835
1,7.26.2021,0:51,2,4007248737761097
4,3.11.2021,4:23,5,4138188040503710
11,10.7.2021,23:1,3,4598388571952011
8,3.8.2021,8:45,5,4247305131710158
13,11.28.2021,16:45,2,4313369571927880
7,1.20.2021,17:27,3,4496739083627604
8,3.21.2021,23:35,3,4858276504846452
12,2.5.2021,23:35,4,4435185307442155
6,7.18.2021,23:8,1,4787596393545395
15,8.26.2021,22:56,1,4275963584985410
7,12.9.2021,12:5,2,4143566926814737
2,11.8.2021,13:15,2,4457960586660700
6,6.11.2021,22:1,5,4554973193515463
15,7.7.2021,3:14,5,4984107660275251
3,4.3.2021,9:28,1,4891107006842563
4,10.5.2021,20:32,4,4436594128898743
10,7.28.2021,22:15,5,4240005543438763
1,11.16.2021,17:44,5,4404966699097458
12,11.22.2021,17:2,4,4385948997165414
11,6.24.2021,14:34,3,4031842650482601
2,1.18.2021,5:27,4,4348154649815598
11,7.12.2021,6:53,4,4063442488509037
1,11.26.2021,3:45,5,4892022912645332
15,2.27.2021,11:7,1,4834547333450125
15,2.23.2021,8:9,5,4715982372151634
13,8.26.2021,21:41,3,4456972088181116
1,3.18.2021,13:59,1,4159541104744103
5,1.21.2021,6:1,2,4088587704241216
1,7.4.2021,7:20,3,4705907146265039
7,10.22.2021,5:47,1,4541554305133403
9,7.6.2021,17:2,4,4651272825148781
15,10.24.2021,9:21,4,4826686185511482
7,11.8.2021,14:39,5,4320001834780206
12,1.15.2021,2:19,4,4534305125658612
4,2.24.2021,20:34,3,4634657598444537
5,9.19.2021,14:17,3,4150780801816187
2,6.13.2021,13:11,2,4268445856132691
10,7.12.2021,1:24,1,4533088452582137
7,10.6.2021,23:3,2,4233075724482522
6,9.4.2021,19:23,4,4641083706728156
4,3.19.2021,18:19,5,4167744908714279
1,8.3.2021,13:58,5,4489946898705502
12,12.9.2021,18:20,4,4300400847191357
5,1.28.2021,19:36,5,4569657796136061
13,8.19.2021,10:14,5,4300616631914336
2,1.24.2021,2:24,2,4130575618519729
8,6.25.2021,19:27,3,4293267411167984
6,5.7.2021,4:16,4,4654519996123796
3,10.5.2021,23:14,5,4921709778519586
9,8.28.2021,13:2,3,4912082620546061
2,12.3.2021,17:42,1,4464845490935795
7,7.3.2021,23:8,3,4398580019839607
9,12.13.2021,4:31,3,4375649689851821
14,11.1.2021,15:44,3,4298707935332538
4,4.4.2021,12:22,4,4963074321107034
12,6.22.2021,20:11,3,4509741606746680
10,5.20.2021,17:28,1,4829611424143524
3,3.12.2021,6:10,5,4878139656227960
12,7.18.2021,6:25,2,4313774980954863
2,4.23.2021,21:49,2,4212850746438588
7,6.3.2021,16:2,5,4903783733187703
13,5.2.2021,1:39,2,4343622040747777
15,12.14.2021,10:53,5,4412052719522451
3,11.8.2021,23:52,3,4040448147161335
1,1.10.2021,20:13,3,4928048721829911
1,3.5.2021,20:24,5,4889172412172382
6,3.19.2021,22:10,4,4985498676562332
2,12.6.2021,19:13,4,4356761057359942
7,2.21.2021,22:24,3,4536108315861532
13,4.19.2021,2:44,1,4962865019183876
12,7.20.2021,2:45,2,4472947135234008
4,1.1.2021,20:17,4,4900312464785169
8,2.18.2021,22:32,3,4067047630877526
13,11.7.2021,21:7,1,4579919652697716
2,12.13.2021,6:32,3,4539251424157408
6,2.8.2021,18:35,5,4958089597099755
13,9.4.2021,12:46,5,4721418522383349
2,1.11.2021,12:30,3,4182934070433577
5,2.12.2021,7:18,5,4575933233825823
9,8.15.2021,15:29,4,4838212469218439
7,5.13.2021,13:8,3,4252895808971656
12,7.15.2021,4:39,5,4417640617391298
12,11.6.2021,9:42,2,4399279037421167
9,11.12.2021,4:23,2,4135456685911017
11,2.3.2021,22:47,2,4054134435969390
6,4.4.2021,3:18,5,4872809417873362
3,3.11.2021,23:15,3,4476715740320925
11,4.14.2021,17:14,2,4832891153516029
6,1.26.2021,15:52,5,4748159688386515
4,7.18.2021,8:6,5,4422796624656029
11,1.15.2021,12:7,1,4109290784376442
12,8.11.2021,10:45,2,4048049714075442
2,10.21.2021,20:16,5,4384976984018683
5,8.18.2021,18:35,2,4094313262806757
8,7.21.2021,6:52,3,4430237815387036
4,6.16.2021,10:17,1,4135975411187533
6,1.2.2021,17:13,4,4593763698537852
1,3.28.2021,22:0,2,4392645179339703
4,3.7.2021,7:51,3,4569982920497465
14,8.17.2021,12:33,5,4468431042376100
11,12.9.2021,6:12,1,4392274036741309
15,11.17.2021,2:21,3,4065773006096177
15,12.26.2021,14:46,3,4239777937959889
3,12.19.2021,13:21,3,4297515066939309
5,7.7.2021,1:4,2,4853732874727155
11,6.6.2021,17:22,1,4145556005127150
5,3.5.2021,10:57,1,4009420327239635
1,9.13.2021,0:55,2,4825518721165493
11,12.14.2021,12:49,3,4231192195517279
2,11.26.2021,2:16,4,4533782548645480
12,8.10.2021,1:34,5,4127447908224423
6,9.18.2021,13:10,3,4771726985544702
9,4.6.2021,17:27,3,4012195154673409
13,4.14.2021,20:14,2,4666877875183126
7,9.27.2021,21:15,3,4879331453588876
13,1.12.2021,15:9,2,4106491418664959
14,11.15.2021,9:43,4,4241504519119514
11,7.18.2021,21:37,1,4195263588008462
12,12.15.2021,9:29,2,4214057984124225
10,6.2.2021,16:50,4,4232058323531521
6,6.7.2021,11:47,2,4040880282331474
9,3.15.2021,17:59,5,4317936047238608
12,8.6.2021,14:13,1,4612380294049033
2,3.1.2021,23:29,4,4541695899860639
15,7.25.2021,17:25,3,4852294024570675
5,4.17.2021,23:28,1,4479898645641648
12,12.11.2021,9:42,4,4313796830761226
14,6.12.2021,12:11,2,4291283731024166
13,1.24.2021,4:7,1,4188799657140951
12,7.13.2021,0:5,5,4075004128670377
6,12.22.2021,12:6,3,4246631796044700
15,10.24.2021,20:0,4,4192633976178282
1,8.16.2021,23:16,1,4036270829579366
6,2.3.2021,0:21,2,4736982973132336
1,1.7.2021,15:3,5,4611621533606986
4,5.22.2021,21:37,4,4087495357789397
14,8.16.2021,8:53,2,4052297527238253
12,10.27.2021,1:11,5,4236725477631501
8,10.2.2021,11:30,2,4443501858473651
12,11.9.2021,8:59,1,4713045937681751
5,12.1.2021,3:23,4,4615980938414918
8,4.27.2021,11:3,5,4269605217223323
4,4.27.2021,13:18,3,4601557224731082
9,1.1.2021,20:18,5,4516588773445716
6,10.14.2021,22:36,4,4995933860497841
8,7.27.2021,19:0,5,4342124531771663
13,12.18.2021,14:54,2,4494456303529073
4,2.21.2021,4:33,4,4154871705668327
14,10.21.2021,22:31,1,4536189392172798
12,12.25.2021,11:25,1,4822051760251839
1,6.7.2021,23:10,5,4251795641932068
3,8.14.2021,6:39,3,4025582372270094
12,11.20.2021,15:40,1,4727578088485263
4,8.19.2021,13:17,3,4181862028916612
8,4.1.2021,10:8,1,4557142633825420
5,3.26.2021,13:41,3,4239647635227152
12,6.10.2021,6:6,5,4090585141621287
14,8.24.2021,10:12,1,4115962713766493
13,9.24.2021,22:0,4,4196115173707241
6,1.8.2021,19:22,2,4844263922371920
9,12.16.2021,18:35,4,4083168001026658
6,10.26.2021,0:22,5,4136891367354793
2,3.8.2021,15:19,2,4493568028550178
2,7.17.2021,23:48,3,4208514208760324
15,12.11.2021,2:33,1,4450671982414675
14,4.22.2021,16:36,4,4905568994066268
1,6.25.2021,2:35,3,4349388282065920
5,7.28.2021,13:2,3,4449629268496525
5,2.7.2021,15:30,3,4235701179164946
15,1.10.2021,10:2,4,4565695120076883
7,9.2.2021,5:48,2,4697652123315628
6,4.4.2021,5:22,3,4040894741142227
14,2.18.2021,6:56,4,4567111854838980
1,4.12.2021,14:47,4,4731419796734758
2,11.10.2021,1:14,4,4771404910470298
14,4.21.2021,3:30,1,4451344150730909
13,2.28.2021,0:24,5,4161732223247338
12,2.18.2021,12:40,1,4409758284770596
2,1.25.2021,22:33,1,4348698599052296
15,3.19.2021,0:49,3,4995309513492581
9,11.16.2021,22:22,4,4489547085894173
11,11.5.2021,17:24,3,4505420062143956
11,10.18.2021,13:45,2,4256639125198902
11,4.8.2021,11:29,4,4419401236350974
9,2.9.2021,1:3,5,4119946509576518
13,9.2.2021,14:15,5,4907748786683286
8,6.5.2021,7:4,2,4211250602417984
1,6.22.2021,22:0,2,4485850572883155
14,3.2.2021,17:12,5,4067598140273172
8,6.3.2021,20:32,5,4172306324783589
10,8.15.2021,2:10,4,4632861044298888
2,6.21.2021,2:5,3,4748456317974782
1,2.15.2021,12:50,4,4234417051569922
6,5.12.2021,5:3,5,4970424237194918
10,6.19.2021,21:41,4,4659934180046106
4,1.22.2021,4:46,1,4495368192466418
3,4.22.2021,5:53,4,4673388850600629
3,7.28.2021,5:29,3,4240577493720509
11,8.24.2021,2:16,4,4585880659997186
12,10.18.2021,2:32,4,4330539294001977
14,11.22.2021,6:37,4,4464890272586490
1,8.5.2021,1:17,3,4716865959741277
15,5.21.2021,14:17,3,4612251971838321
14,7.17.2021,14:42,5,4817838752567900
5,5.8.2021,3:0,5,4320702711006180
6,2.6.2021,12:50,4,4232472414533518
13,6.11.2021,21:13,4,4728667591249780
6,10.14.2021,9:12,2,4286821057277150
12,1.8.2021,6:20,1,4383949131273736
5,5.19.2021,0:58,5,4240520885911688
15,11.7.2021,14:29,1,4734883149531735
10,11.19.2021,12:0,1,4887122636208840
12,11.9.2021,16:16,2,4744173654025802
2,5.18.2021,11:36,2,4652730743123746
7,2.12.2021,13:24,2,4050933597567817
7,5.24.2021,14:56,2,4502740457908847
9,3.26.2021,1:26,3,4782742722406829
12,2.12.2021,3:14,1,4938403754652814
1,9.21.2021,14:37,1,4499345036434850
2,9.24.2021,22:0,1,4564434347892359
2,9.12.2021,14:24,1,4575403660784001
8,6.19.2021,8:48,2,4030959998675399
4,11.15.2021,18:31,1,4093838794613238
11,9.9.2021,10:12,3,4354032182530881
7,11.9.2021,23:15,2,4463481573514198
8,1.25.2021,10:19,2,4655554768625248
2,9.13.2021,17:29,1,4149801067864075
11,10.2.2021,3:36,5,4773066733090001
11,11.4.2021,17:2,3,4552807644397458
6,1.8.2021,4:32,3,4746927356308343
3,7.24.2021,23:47,4,4492829751885021
2,7.3.2021,8:31,5,4739789389075703
15,5.26.2021,4:11,1,4820354964994804
12,12.3.2021,22:0,3,4878912724858249
10,5.24.2021,4:3,2,4728537758117390
8,8.28.2021,0:29,5,4839164367658005
1,8.9.2021,6:23,2,4274619604348647
6,6.25.2021,9:28,3,4021979258274255
3,7.14.2021,13:59,2,4481463164370335
8,7.12.2021,3:14,5,4277400208110821
14,7.14.2021,5:45,1,4272652793684918
3,7.24.2021,5:52,4,4056971851192795
7,8.28.2021,13:7,2,4724905759386104
10,2.26.2021,18:34,2,4746852942788053
11,11.2.2021,3:33,5,4725134891737420
2,4.2.2021,22:30,2,4132940499526923
14,2.18.2021,2:36,4,4107961147164824
14,5.20.2021,18:3,2,4432981605447244
11,4.21.2021,14:44,5,4481479891310874
6,7.26.2021,22:3,4,4186746899148754
2,5.11.2021,12:40,3,4702857944988580
3,3.3.2021,16:57,2,4697140958212341
13,7.9.2021,11:13,3,4755525050091279
4,2.15.2021,7:0,1,4349862348369892
7,10.12.2021,18:56,5,4160133128832390
13,11.15.2021,19:11,1,4437804668342384
7,1.28.2021,17:37,1,4272277414816666
3,8.25.2021,18:53,4,4014326364159530
14,4.2.2021,17:25,5,4729951696230555
4,11.25.2021,7:37,5,4893246685582008
1,1.14.2021,18:2,2,4318220930431550
7,10.17.2021,17:59,1,4466277459717302
3,3.2.2021,18:9,4,4683887498258560
15,12.17.2021,2:8,3,4736440743066467
1,7.22.2021,10:24,1,4770004463210820
4,6.11.2021,21:18,4,4070086385309712
2,1.18.2021,5:8,1,4251493156348948
13,1.25.2021,23:23,1,4276119175526166
6,10.1.2021,16:24,3,4288183228306280
10,9.2.2021,4:34,2,4141584012025501
7,1.3.2021,4:8,3,4868684202028309
6,4.24.2021,4:49,3,4004519565315190
3,3.28.2021,3:30,1,4280893882310740
9,1.15.2021,0:23,5,4017745980216560
4,7.22.2021,11:3,2,4637782359464687
14,10.10.2021,19:54,3,4957865692739470
9,11.3.2021,7:30,3,4354768356949396
8,10.2.2021,16:25,1,4830667042778110
2,2.11.2021,23:21,3,4821137993274347
8,6.13.2021,6:40,3,4556259934684079
9,5.26.2021,13:41,1,4826559480266880
5,3.12.2021,5:18,5,4410791079575868
6,1.4.2021,17:58,2,4708118627494541
1,7.19.2021,16:50,1,4054151749884527
9,12.8.2021,20:2,4,4112137859134746
5,5.15.2021,20:11,5,4505576612068499
15,8.12.2021,15:37,5,4025677407819049
3,4.6.2021,0:21,1,4550446302500884
9,10.26.2021,7:41,5,4955660221130101
4,6.6.2021,10:46,5,4356861374258875
14,2.17.2021,17:54,1,4912824253398912
6,4.14.2021,6:37,3,4637649127532217
2,7.10.2021,21:17,1,4797529052777225
4,6.17.2021,15:9,4,4297510982133050
11,1.1.2021,12:6,5,4429106550249249
13,8.28.2021,8:50,1,4246476222134585
7,4.17.2021,23:32,2,4336610226793414
6,10.16.2021,17:33,5,4301385511225409
11,5.14.2021,1:42,4,4295612939126006
10,10.15.2021,3:56,1,4121173764158001
10,8.14.2021,9:47,2,4462648664377479
2,4.19.2021,22:19,1,4635012819566311
